<<< Spectrum Data for LSA Series Signal Analyzer >>>
                  (c) Copyright 2008, Aeroflex.Ltd 2.002
*** Spectrum Infomation ***
Center,488973256,Hz
Span,19245283,Hz
RBW,200000,Hz
VBW,200000,Hz
Sweep,10000,msec
*** Spectrum Trace ***
Num,TraceA(Hz),TraceA(dBm),TraceB(Hz),TraceB(dBm),TraceC(Hz),TraceC(dBm)
0450,488009064,-80.54,0,0.00,0,0.00
0451,488028348,-87.81,0,0.00,0,0.00
0452,488047631,-95.07,0,0.00,0,0.00
0453,488066915,-82.75,0,0.00,0,0.00
0454,488086199,-86.96,0,0.00,0,0.00
0455,488105483,-83.13,0,0.00,0,0.00
0456,488124767,-79.30,0,0.00,0,0.00
0457,488144051,-86.11,0,0.00,0,0.00
0458,488163335,-77.98,0,0.00,0,0.00
0459,488182618,-80.69,0,0.00,0,0.00
0460,488201902,-83.40,0,0.00,0,0.00
0461,488221186,-78.85,0,0.00,0,0.00
0462,488240470,-89.24,0,0.00,0,0.00
0463,488259754,-83.37,0,0.00,0,0.00
0464,488279038,-77.51,0,0.00,0,0.00
0465,488298322,-97.09,0,0.00,0,0.00
0466,488317605,-76.42,0,0.00,0,0.00
0467,488336889,-80.31,0,0.00,0,0.00
0468,488356173,-84.21,0,0.00,0,0.00
0469,488375457,-72.98,0,0.00,0,0.00
0470,488394741,-89.13,0,0.00,0,0.00
0471,488414025,-83.94,0,0.00,0,0.00
0472,488433308,-78.75,0,0.00,0,0.00
0473,488452592,-92.19,0,0.00,0,0.00
0474,488471876,-79.96,0,0.00,0,0.00
0475,488491160,-85.04,0,0.00,0,0.00
0476,488510444,-90.13,0,0.00,0,0.00
0477,488529728,-78.22,0,0.00,0,0.00
0478,488549012,-91.62,0,0.00,0,0.00
0479,488568295,-84.12,0,0.00,0,0.00
0480,488587579,-76.63,0,0.00,0,0.00
0481,488606863,-87.27,0,0.00,0,0.00
0482,488626147,-82.10,0,0.00,0,0.00
